ID,Case,Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
9041,4799840,HL101034,01/01/2005 01:24:00 PM,010XX W 68TH ST,560,ASSAULT,SIMPLE,STREET,False,False,724,7,17,68,08A,,,2005,08/17/2015 03:03:40 PM,,,
55541,4754602,HM360116,01/01/2005 03:00:00 PM,014XX E 72ND ST,840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,False,True,324,3,5,43,6,1187039,1857542,2005,04/15/2016 08:55:02 AM,41.764201324,-87.59001221,"(41.764201324, -87.59001221)"
25984,4827946,HM440766,01/01/2005 06:00:00 AM,016XX N WESTERN AVE,840,THEFT,FINANCIAL ID THEFT: OVER $300,OTHER,False,False,1434,14,1,24,6,,,2005,08/17/2015 03:03:40 PM,,,
62078,4764768,HM376480,01/01/2005 06:30:00 AM,039XX N PINE GROVE AVE,820,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),False,False,2323,19,46,6,6,1170695,1926377,2005,04/15/2016 08:55:02 AM,41.95346201,-87.647902523,"(41.95346201, -87.647902523)"
14553,4694582,HM297690,01/01/2005 08:00:00 AM,002XX N JEFFERSON ST,1140,DECEPTIVE PRACTICE,EMBEZZLEMENT,COMMERCIAL / BUSINESS OFFICE,True,False,1212,12,42,28,12,1172285,1901835,2005,04/15/2016 08:55:02 AM,41.886082567,-87.642784063,"(41.886082567, -87.642784063)"
51348,4867582,HM482627,01/01/2005 08:00:00 AM,028XX E 77TH PL,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,True,421,4,7,43,26,,,2005,08/17/2015 03:03:40 PM,,,
25215,4711186,HM315787,01/01/2005 09:00:00 AM,065XX S CLAREMONT AVE,841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,False,False,832,8,15,66,6,1161867,1861251,2005,04/15/2016 08:55:02 AM,41.774939218,-87.682170861,"(41.774939218, -87.682170861)"
44288,4856435,HM470357,01/01/2005 09:00:00 AM,022XX W 18TH PL,840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,False,False,1223,12,25,31,6,,,2005,08/17/2015 03:03:40 PM,,,
19083,4816758,HM424678,01/01/2005 10:00:00 AM,057XX W BELMONT AVE,840,THEFT,FINANCIAL ID THEFT: OVER $300,RESTAURANT,False,False,2514,25,30,19,6,,,2005,08/17/2015 03:03:40 PM,,,
2933,4677440,HM279172,01/01/2005 12:00:00 AM,110XX S EWING AVE,840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,False,False,433,4,10,52,6,1202204,1832454,2005,04/15/2016 08:55:02 AM,41.694985013,-87.535282612,"(41.694985013, -87.535282612)"
5048,4792806,HM407268,01/01/2005 12:00:00 AM,040XX W DIVISION ST,840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,False,False,2534,25,27,23,6,,,2005,08/17/2015 03:03:40 PM,,,
13347,4806608,HM420518,01/01/2005 12:00:00 AM,079XX S MARQUETTE AVE,841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,False,False,422,4,7,46,6,,,2005,08/17/2015 03:03:40 PM,,,
25087,4710921,HM315710,01/01/2005 12:00:00 AM,067XX S NORMAL BLVD,840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,False,False,722,7,6,68,6,1174117,1859984,2005,04/15/2016 08:55:02 AM,41.771199121,-87.637301763,"(41.771199121, -87.637301763)"
44723,4857376,HM469747,01/01/2005 12:00:00 AM,065XX S INGLESIDE AVE,840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,False,False,321,3,20,42,6,,,2005,08/17/2015 03:03:40 PM,,,
48740,4744492,HM355507,01/01/2005 12:00:00 AM,051XX N AUSTIN AVE,1753,OFFENSE INVOLVING CHILDREN,SEX ASSLT OF CHILD BY FAM MBR,RESIDENCE,False,False,1622,16,45,11,2,1135201,1933744,2005,04/15/2016 08:55:02 AM,41.97438261,-87.778207628,"(41.97438261, -87.778207628)"
8603,4685799,HM288577,01/01/2005 12:01:00 AM,026XX S HOMAN AVE,1754,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,RESIDENCE,False,False,1032,10,22,30,2,1154126,1886161,2005,04/15/2016 08:55:02 AM,41.843453012,-87.709886079,"(41.843453012, -87.709886079)"
14391,4694375,HM295752,01/01/2005 12:01:00 AM,041XX N MARINE DR,1140,DECEPTIVE PRACTICE,EMBEZZLEMENT,COMMERCIAL / BUSINESS OFFICE,False,False,2323,19,46,3,12,1171164,1927759,2005,04/15/2016 08:55:02 AM,41.957243956,-87.646137712,"(41.957243956, -87.646137712)"
49255,4745188,HM354058,01/01/2005 12:01:00 AM,108XX S LONGWOOD DR,841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,False,False,2212,22,19,75,6,1165030,1832851,2005,04/15/2016 08:55:02 AM,41.696939018,-87.671376467,"(41.696939018, -87.671376467)"
21716,4705394,HM308334,01/01/2005 12:05:00 AM,007XX W MONTROSE AVE,840,THEFT,FINANCIAL ID THEFT: OVER $300,SAVINGS AND LOAN,False,False,2323,19,46,3,6,1170455,1929436,2005,04/15/2016 08:55:02 AM,41.961861269,-87.648694937,"(41.961861269, -87.648694937)"
32820,4721194,HL101016,01/01/2005 12:48:00 PM,004XX W 57TH ST,430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,OTHER,False,False,711,7,3,68,04B,1174345,1867136,2005,04/15/2016 08:55:02 AM,41.790819929,-87.636253471,"(41.790819929, -87.636253471)"
32815,4721189,HL102320,01/02/2005 10:42:00 AM,055XX S LAFLIN ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,False,713,7,16,67,08B,1167285,1867898,2005,04/15/2016 08:55:02 AM,41.793065114,-87.662118986,"(41.793065114, -87.662118986)"
32769,4721139,HL105055,01/03/2005 07:42:00 PM,066XX S SANGAMON ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,False,723,7,17,68,08B,1171121,1860747,2005,04/15/2016 08:55:02 AM,41.773358895,-87.648261728,"(41.773358895, -87.648261728)"
40553,4732158,HM331993,01/03/2005 09:00:00 AM,095XX S STONY ISLAND AVE,1120,DECEPTIVE PRACTICE,FORGERY,BANK,False,False,431,4,7,51,10,1188521,1842119,2005,04/15/2016 08:55:02 AM,41.721843846,-87.585071938,"(41.721843846, -87.585071938)"
4531,4679567,HM282486,01/03/2005 12:00:00 PM,009XX E 77TH ST,840,THEFT,FINANCIAL ID THEFT: OVER $300,APARTMENT,False,False,624,6,8,69,6,1183698,1854148,2005,04/15/2016 08:55:02 AM,41.754966423,-87.602363348,"(41.754966423, -87.602363348)"
33349,4721923,HL107034,01/04/2005 08:30:00 PM,075XX S HARVARD AVE,460,BATTERY,SIMPLE,RESTAURANT,False,False,623,6,17,69,08B,1175371,1855056,2005,04/15/2016 08:55:02 AM,41.757648178,-87.632852174,"(41.757648178, -87.632852174)"
33332,4721901,HL108096,01/05/2005 01:17:00 PM,002XX W 72ND ST,620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,False,False,731,7,17,69,5,1176014,1857230,2005,04/15/2016 08:55:02 AM,41.763599495,-87.630430571,"(41.763599495, -87.630430571)"
32806,4721179,HL107536,01/05/2005 07:32:00 AM,072XX S HERMITAGE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,False,735,7,17,67,08B,1165935,1856676,2005,04/15/2016 08:55:02 AM,41.762299315,-87.667387963,"(41.762299315, -87.667387963)"
33312,4721871,HL109765,01/06/2005 01:36:00 PM,057XX S PEORIA ST,320,ROBBERY,STRONGARM - NO WEAPON,STREET,False,False,712,7,16,68,3,1171287,1866782,2005,04/15/2016 08:55:02 AM,41.789916006,-87.647476755,"(41.789916006, -87.647476755)"
33299,4721857,HL110142,01/06/2005 04:28:48 PM,069XX S MAY ST,1330,CRIMINAL TRESPASS,TO LAND,RESIDENCE,False,False,733,7,17,68,26,1169851,1858729,2005,04/15/2016 08:55:02 AM,41.767848919,-87.652975766,"(41.767848919, -87.652975766)"
1912,4676096,HM275741,01/06/2005 09:00:00 AM,033XX W FULTON BLVD,1120,DECEPTIVE PRACTICE,FORGERY,OTHER,False,False,1123,11,28,27,10,1154075,1901801,2005,04/15/2016 08:55:02 AM,41.886371913,-87.709656269,"(41.886371913, -87.709656269)"
25919,4712152,HM311651,01/06/2005 09:00:00 AM,008XX W WELLINGTON AVE,1140,DECEPTIVE PRACTICE,EMBEZZLEMENT,HOSPITAL BUILDING/GROUNDS,True,False,1932,19,44,6,12,1169981,1920130,2005,04/15/2016 08:55:02 AM,41.936335635,-87.650710119,"(41.936335635, -87.650710119)"
32826,4721201,HL113444,01/08/2005 01:59:00 PM,062XX S ASHLAND AVE,810,THEFT,OVER $500,TAVERN/LIQUOR STORE,False,False,713,7,16,67,6,1166742,1863247,2005,04/15/2016 08:55:02 AM,41.780313815,-87.66424283,"(41.780313815, -87.66424283)"
33286,4721839,HL112770,01/08/2005 06:49:00 AM,065XX S WINCHESTER AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,False,726,7,15,67,08B,1164483,1861242,2005,04/15/2016 08:55:02 AM,41.774859766,-87.672581196,"(41.774859766, -87.672581196)"
32835,4721216,HL113225,01/08/2005 11:37:00 AM,061XX S ABERDEEN ST,497,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,RESIDENCE,False,False,712,7,16,68,04B,1170034,1864092,2005,04/15/2016 08:55:02 AM,41.78256167,-87.652149282,"(41.78256167, -87.652149282)"
32712,4721069,HL115340,01/09/2005 06:59:27 PM,008XX W 72ND ST,810,THEFT,OVER $500,OTHER,False,False,733,7,6,68,6,1172130,1857118,2005,04/15/2016 08:55:02 AM,41.763378366,-87.644669492,"(41.763378366, -87.644669492)"
4671,4679752,HM282736,01/10/2005 03:05:00 PM,105XX S INDIANA AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,False,512,5,9,49,26,1179445,1835156,2005,04/15/2016 08:55:02 AM,41.702948121,-87.618527246,"(41.702948121, -87.618527246)"
15381,4695841,HM299990,01/10/2005 09:00:00 AM,040XX W ARMITAGE AVE,841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,False,False,2525,25,30,20,6,1148930,1912978,2005,04/15/2016 08:55:02 AM,41.917143799,-87.728260593,"(41.917143799, -87.728260593)"
32737,4721103,HL120203,01/12/2005 09:51:00 AM,060XX S PEORIA ST,460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",False,False,712,7,16,68,08B,1171341,1864917,2005,04/15/2016 08:55:02 AM,41.784797052,-87.647333315,"(41.784797052, -87.647333315)"
32732,4721095,HL120246,01/12/2005 10:02:00 AM,073XX S HOYNE AVE,545,ASSAULT,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING",False,False,735,7,17,67,08A,1163630,1856017,2005,04/15/2016 08:55:02 AM,41.760539583,-87.675854596,"(41.760539583, -87.675854596)"
45918,4859411,HM473091,01/13/2005 08:00:00 PM,007XX N SACRAMENTO BLVD,820,THEFT,$500 AND UNDER,OTHER,False,False,1313,12,27,23,6,,,2005,08/17/2015 03:03:40 PM,,,
7671,4684260,HM286290,01/13/2005 12:00:00 PM,001XX S RIVERSIDE PLZ,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,COMMERCIAL / BUSINESS OFFICE,False,False,111,1,2,28,11,1173421,1899683,2005,04/15/2016 08:55:02 AM,41.880152185,-87.638676422,"(41.880152185, -87.638676422)"
32725,4721087,HL127919,01/16/2005 01:24:00 PM,060XX S MARSHFIELD AVE,1460,WEAPONS VIOLATION,POSS FIREARM/AMMO:NO FOID CARD,STREET,False,False,714,7,15,67,15,1166376,1864619,2005,04/15/2016 08:55:02 AM,41.784086563,-87.665545584,"(41.784086563, -87.665545584)"
32709,4721066,HL130872,01/18/2005 10:38:31 AM,057XX S LAFLIN ST,530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,STREET,False,False,713,7,16,67,04A,1167315,1866770,2005,04/15/2016 08:55:02 AM,41.789969105,-87.662041276,"(41.789969105, -87.662041276)"
9017,4799790,HL133381,01/19/2005 04:40:20 PM,061XX S RACINE AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,OTHER,False,False,713,7,16,67,11,,,2005,08/17/2015 03:03:40 PM,,,
33356,4721935,HL133856,01/19/2005 09:53:00 PM,021XX W 51ST ST,820,THEFT,$500 AND UNDER,OTHER,False,False,915,9,16,61,6,1162867,1870824,2005,04/15/2016 08:55:02 AM,41.801187941,-87.678237596,"(41.801187941, -87.678237596)"
33385,4721975,HL134700,01/20/2005 01:00:43 PM,005XX S ASHLAND AVE,460,BATTERY,SIMPLE,STREET,False,False,1211,12,2,28,08B,1165827,1897695,2005,04/15/2016 08:55:02 AM,41.874862236,-87.666617277,"(41.874862236, -87.666617277)"
33364,4721947,HL134634,01/20/2005 12:32:00 PM,065XX S WOOD ST,820,THEFT,$500 AND UNDER,"SCHOOL, PUBLIC, BUILDING",False,False,726,7,15,67,6,1165465,1861348,2005,04/15/2016 08:55:02 AM,41.775129883,-87.668978317,"(41.775129883, -87.668978317)"
32754,4721122,HL146137,01/26/2005 06:41:00 PM,067XX S WOOD ST,610,BURGLARY,FORCIBLE ENTRY,"SCHOOL, PUBLIC, BUILDING",False,False,725,7,15,67,5,1165509,1860016,2005,04/15/2016 08:55:02 AM,41.771473766,-87.668854745,"(41.771473766, -87.668854745)"
32747,4721114,HL144855,01/26/2005 08:15:00 AM,065XX S EMERALD AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,False,False,723,7,20,68,5,1172371,1861371,2005,04/15/2016 08:55:02 AM,41.775043809,-87.643661186,"(41.775043809, -87.643661186)"
32756,4721124,HL147256,01/27/2005 12:03:00 PM,065XX S ASHLAND AVE,530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,"SCHOOL, PUBLIC, BUILDING",False,False,725,7,17,67,04A,1166795,1861401,2005,04/15/2016 08:55:02 AM,41.775247024,-87.664101191,"(41.775247024, -87.664101191)"
9862,4801289,HL149831,01/28/2005 08:41:00 PM,062XX S ASHLAND AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,713,7,16,67,7,,,2005,08/17/2015 03:03:40 PM,,,
52772,4870060,HM484435,01/30/2005 12:00:00 PM,122XX S GREEN ST,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,False,524,5,34,53,26,,,2005,08/17/2015 03:03:40 PM,,,
32718,4721076,HL154922,01/31/2005 05:25:00 PM,064XX S WOLCOTT AVE,520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,STREET,False,False,726,7,15,67,04A,1164789,1862027,2005,04/15/2016 08:55:02 AM,41.777007452,-87.671437293,"(41.777007452, -87.671437293)"
8955,4799662,HL156601,02/01/2005 04:29:00 PM,066XX S HERMITAGE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,OTHER,False,False,725,7,15,67,14,,,2005,08/17/2015 03:03:40 PM,,,
9049,4799853,HL156867,02/01/2005 05:34:38 PM,016XX W 64TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,725,7,16,67,14,,,2005,08/17/2015 03:03:40 PM,,,
17123,4698529,HM301694,02/01/2005 10:00:00 AM,014XX W CATALPA AVE,840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,False,False,2013,20,48,77,6,1165467,1936625,2005,04/15/2016 08:55:02 AM,41.98169604,-87.666827968,"(41.98169604, -87.666827968)"
61901,4764528,HM376542,02/01/2005 12:00:00 AM,048XX W MONROE ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,False,False,1533,15,28,25,26,1144196,1899224,2005,04/15/2016 08:55:02 AM,41.87949161,-87.745999461,"(41.87949161, -87.745999461)"
32716,4721073,HL155555,02/01/2005 12:47:58 AM,070XX S ABERDEEN ST,4510,OTHER OFFENSE,PROBATION VIOLATION,STREET,False,False,733,7,17,68,26,1170197,1858225,2005,04/15/2016 08:55:02 AM,41.766458362,-87.65172216,"(41.766458362, -87.65172216)"
18106,4699874,HM304131,02/02/2005 09:00:00 AM,004XX N CLINTON ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,False,False,1323,12,42,24,11,1172616,1903189,2005,04/15/2016 08:55:02 AM,41.889790711,-87.641528481,"(41.889790711, -87.641528481)"
7481,4796998,HM160069,02/02/2005 10:24:00 PM,025XX W 38TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,OTHER,False,False,913,9,12,58,14,,,2005,08/17/2015 03:03:40 PM,,,
8572,4799683,HL157331,02/02/2005 12:28:00 AM,012XX W 74TH ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,734,7,17,67,08B,,,2005,08/17/2015 03:03:40 PM,,,
38961,4729752,HM337932,02/04/2005 07:00:00 AM,021XX S LAFLIN ST,890,THEFT,FROM BUILDING,"SCHOOL, PUBLIC, BUILDING",False,False,1222,12,25,31,6,1166703,1889711,2005,04/15/2016 08:55:02 AM,41.852934738,-87.663629657,"(41.852934738, -87.663629657)"
454,4785126,HM398829,02/05/2005 12:00:00 PM,045XX N CLARENDON AVE,840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,False,False,2313,19,46,3,6,,,2005,08/17/2015 03:03:40 PM,,,
60831,4763135,HM374601,02/05/2005 12:01:00 AM,029XX E 78TH PL,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,False,False,421,4,7,43,11,1197301,1853441,2005,04/15/2016 08:55:02 AM,41.752698395,-87.552536659,"(41.752698395, -87.552536659)"
9063,4799883,HL168553,02/07/2005 10:39:00 PM,057XX S HOYNE AVE,560,ASSAULT,SIMPLE,RESIDENCE,False,False,715,7,15,67,08A,,,2005,08/17/2015 03:03:40 PM,,,
59129,4760396,HL170503,02/08/2005 09:20:00 PM,058XX S MICHIGAN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,233,2,20,40,14,1178157,1866263,2005,04/15/2016 08:55:02 AM,41.788338665,-87.622302338,"(41.788338665, -87.622302338)"
8738,4799249,HL171544,02/09/2005 02:11:13 PM,016XX W 69TH ST,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,725,7,17,67,6,,,2005,08/17/2015 03:03:40 PM,,,
11158,4689606,HM292511,02/09/2005 03:00:00 PM,067XX S WESTERN AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,OTHER,False,False,832,8,17,66,11,1161534,1859969,2005,04/15/2016 08:55:02 AM,41.771428143,-87.683427113,"(41.771428143, -87.683427113)"
8938,4799629,HL173233,02/10/2005 11:41:00 AM,072XX S PAULINA ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,OTHER,False,False,735,7,17,67,08B,,,2005,08/17/2015 03:03:40 PM,,,
6511,4682521,HM282456,02/10/2005 12:00:00 PM,060XX W ADDISON ST,840,THEFT,FINANCIAL ID THEFT: OVER $300,APARTMENT,False,False,1633,16,38,17,6,1135391,1923314,2005,04/15/2016 08:55:02 AM,41.945758286,-87.777757604,"(41.945758286, -87.777757604)"
9081,4799909,HL183227,02/15/2005 05:45:00 PM,058XX S SANGAMON ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,712,7,16,68,14,,,2005,08/17/2015 03:03:40 PM,,,
21197,4704425,HM301947,02/15/2005 12:01:00 AM,001XX S HAMLIN BLVD,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,False,1122,11,28,26,26,1151097,1898932,2005,04/15/2016 08:55:02 AM,41.87855794,-87.720667487,"(41.87855794, -87.720667487)"
9071,4799897,HL185067,02/16/2005 04:28:00 PM,016XX W 63RD ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,714,7,15,67,14,,,2005,08/17/2015 03:03:40 PM,,,
9721,4801025,HL185267,02/16/2005 05:55:00 PM,020XX W 70TH ST,460,BATTERY,SIMPLE,RESIDENCE,False,False,735,7,17,67,08B,,,2005,08/17/2015 03:03:40 PM,,,
9702,4800997,HL187191,02/17/2005 05:43:46 PM,074XX S HARVARD AVE,820,THEFT,$500 AND UNDER,RESIDENCE,False,False,731,7,17,69,6,,,2005,08/17/2015 03:03:40 PM,,,
9712,4801012,HL186238,02/17/2005 10:30:32 AM,055XX S LOWE AVE,890,THEFT,FROM BUILDING,"SCHOOL, PUBLIC, BUILDING",False,False,711,7,3,68,6,,,2005,08/17/2015 03:03:40 PM,,,
9697,4800988,HL189761,02/19/2005 02:02:25 AM,008XX W GARFIELD BLVD,860,THEFT,RETAIL THEFT,GAS STATION,False,False,712,7,20,68,6,,,2005,08/17/2015 03:03:40 PM,,,
49823,4866332,HL190255,02/19/2005 11:45:00 AM,057XX S MICHIGAN AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,STREET,False,False,233,2,20,40,04A,,,2005,08/17/2015 03:03:40 PM,,,
32414,4720688,HM327556,02/19/2005 12:00:00 AM,076XX S CICERO AVE,1120,DECEPTIVE PRACTICE,FORGERY,DEPARTMENT STORE,False,False,833,8,13,65,10,1145727,1853720,2005,04/15/2016 08:55:02 AM,41.754592961,-87.741528537,"(41.754592961, -87.741528537)"
9636,4800882,HL197948,02/23/2005 03:09:00 PM,005XX W 61ST ST,820,THEFT,$500 AND UNDER,RESIDENCE,False,False,711,7,20,68,6,,,2005,08/17/2015 03:03:40 PM,,,
9620,4800855,HL199349,02/24/2005 11:46:14 AM,055XX S LOWE AVE,545,ASSAULT,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING",False,False,711,7,3,68,08A,,,2005,08/17/2015 03:03:40 PM,,,
21578,4705176,HM309730,02/24/2005 12:02:00 PM,062XX S RHODES AVE,842,THEFT,AGG: FINANCIAL ID THEFT,APARTMENT,False,False,313,3,20,42,6,1180973,1863795,2005,04/15/2016 08:55:02 AM,41.781501872,-87.612053138,"(41.781501872, -87.612053138)"
9094,4799931,HL202359,02/25/2005 09:24:00 PM,068XX S ADA ST,560,ASSAULT,SIMPLE,RESIDENCE,True,False,724,7,17,67,08A,,,2005,08/17/2015 03:03:40 PM,,,
9089,4799920,HL207048,02/28/2005 03:03:00 PM,010XX W 71ST ST,041A,BATTERY,AGGRAVATED: HANDGUN,STREET,False,False,733,7,17,68,04B,,,2005,08/17/2015 03:03:40 PM,,,
6662,4682707,HM205340,02/28/2005 10:30:00 AM,063XX W 56TH ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"SCHOOL, PUBLIC, BUILDING",True,False,811,8,23,56,18,1135110,1866750,2005,04/15/2016 08:55:02 AM,41.79054357,-87.780130326,"(41.79054357, -87.780130326)"
58387,4759140,HM370234,03/01/2005 01:00:00 PM,042XX N WESTERN AVE,840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,False,False,1912,19,47,5,6,1159606,1928302,2005,04/15/2016 08:55:02 AM,41.958980448,-87.688613385,"(41.958980448, -87.688613385)"
814,4785917,HM399345,03/01/2005 08:00:00 AM,042XX N ASHLAND AVE,841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,False,False,1922,19,47,6,6,,,2005,08/17/2015 03:03:40 PM,,,
36012,4725728,HM333079,03/01/2005 12:00:00 AM,044XX W MARQUETTE RD,841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,False,False,833,8,13,65,6,1147737,1859801,2005,04/15/2016 08:55:02 AM,41.771242091,-87.734007109,"(41.771242091, -87.734007109)"
38476,4728986,HM337545,03/01/2005 12:00:00 PM,080XX S LUELLA AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,False,False,414,4,8,46,11,1192589,1852119,2005,04/15/2016 08:55:02 AM,41.749186763,-87.569846854,"(41.749186763, -87.569846854)"
52978,4870324,HM483571,03/02/2005 09:00:00 AM,0000X E MADISON ST,1140,DECEPTIVE PRACTICE,EMBEZZLEMENT,COMMERCIAL / BUSINESS OFFICE,False,False,123,1,42,32,12,,,2005,08/17/2015 03:03:40 PM,,,
18593,4700604,HM212153,03/03/2005 08:25:00 PM,054XX N CLARK ST,2210,LIQUOR LAW VIOLATION,SELL/GIVE/DEL LIQUOR TO MINOR,RESTAURANT,True,False,2012,20,40,77,22,1165072,1936042,2005,04/15/2016 08:55:02 AM,41.980104694,-87.668297306,"(41.980104694, -87.668297306)"
8909,4686329,HM288864,03/04/2005 02:00:00 PM,104XX S GREEN BAY AVE,1562,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,HOTEL/MOTEL,False,False,432,4,10,52,17,1200515,1836250,2005,04/15/2016 08:55:02 AM,41.705444353,-87.541338602,"(41.705444353, -87.541338602)"
9727,4801036,HL217407,03/05/2005 06:01:51 PM,067XX S HERMITAGE AVE,460,BATTERY,SIMPLE,STREET,False,False,725,7,15,67,08B,,,2005,08/17/2015 03:03:40 PM,,,
28506,4715450,HM320683,03/05/2005 12:00:00 PM,052XX N NASHVILLE AVE,810,THEFT,OVER $500,RESIDENCE,False,False,1613,16,41,10,6,1131583,1934469,2005,04/15/2016 08:55:02 AM,41.976435645,-87.79149546,"(41.976435645, -87.79149546)"
8422,4685444,HM285492,03/06/2005 12:00:00 AM,015XX E 53RD ST,1140,DECEPTIVE PRACTICE,EMBEZZLEMENT,COMMERCIAL / BUSINESS OFFICE,False,False,2132,2,4,41,12,1187461,1870428,2005,04/15/2016 08:55:02 AM,41.799551527,-87.588056142,"(41.799551527, -87.588056142)"
9754,4801083,HL225139,03/09/2005 08:01:00 PM,063XX S WALLACE ST,1345,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,CTA BUS,False,False,723,7,16,68,14,,,2005,08/17/2015 03:03:40 PM,,,
9741,4801063,HL225427,03/09/2005 11:31:00 PM,012XX W 74TH ST,460,BATTERY,SIMPLE,STREET,False,False,734,7,17,67,08B,,,2005,08/17/2015 03:03:40 PM,,,
8723,4799221,HL227523,03/11/2005 04:14:00 AM,0000X W 68TH ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,False,722,7,6,69,08B,,,2005,08/17/2015 03:03:40 PM,,,
52779,4750602,HL229398,03/11/2005 07:32:00 PM,081XX S PAULINA ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,True,False,614,6,18,71,18,1166424,1850823,2005,04/15/2016 08:55:02 AM,41.746227464,-87.665762163,"(41.746227464, -87.665762163)"
49518,4745562,HL229236,03/11/2005 08:52:16 PM,012XX S HOMAN AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,False,1021,10,24,29,26,1153892,1894316,2005,04/15/2016 08:55:02 AM,41.865835933,-87.710527744,"(41.865835933, -87.710527744)"
62853,4886320,HM495615,03/15/2005 12:01:00 AM,075XX S EMERALD AVE,1120,DECEPTIVE PRACTICE,FORGERY,RESIDENCE,False,True,621,6,17,68,10,,,2005,08/17/2015 03:03:40 PM,,,
35778,4725464,HM236336,03/16/2005 06:35:00 PM,063XX W BELMONT AVE,2210,LIQUOR LAW VIOLATION,SELL/GIVE/DEL LIQUOR TO MINOR,TAVERN/LIQUOR STORE,True,False,1633,16,36,17,22,1133498,1920597,2005,04/15/2016 08:55:02 AM,41.938335998,-87.784779638,"(41.938335998, -87.784779638)"
